,title,artist,total_words,total_bad_words,perc_bad_words
229,Mmm Yeah (feat. Pitbull),Austin Mahone,629,0,0.0
230,A Little Party Never Killed Nobody (All We Got),Fergie,443,0,0.0
231,#SELFIE,The Chainsmokers,347,2,0.5763688760806917
232,Partition,Beyonc̩,667,9,1.3493253373313343
233,Birthday,Katy Perry,412,0,0.0
234,G.U.Y.,Lady Gaga,384,2,0.5208333333333333
235,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,308,0,0.0
236,"Let It Go - From ""Frozen / Single Version",Demi Lovato,3123,7,0.22414345180915787
237,Wings,Birdy,229,0,0.0
238,Can't Remember to Forget You (feat. Rihanna),Shakira,387,0,0.0
239,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,4859,19,0.391026960279893
240,Say Something,A Great Big World,137,0,0.0
241,A Sky Full of Stars,Coldplay,168,0,0.0
242,Come Get It Bae,Pharrell Williams,470,2,0.425531914893617
243,Chandelier,Sia,375,4,1.0666666666666667
244,XO,Beyonc̩,300,0,0.0
245,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,489,0,0.0
246,Not About Angels,Birdy,126,0,0.0
247,Drunk in Love,Beyonc̩,572,7,1.2237762237762237
248,Anaconda,Nicki Minaj,619,35,5.654281098546042
249,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,340,0,0.0
250,Tee Shirt - Soundtrack Version,Birdy,1001,3,0.2997002997002997
251,Words as Weapons,Birdy,222,0,0.0
252,You're Mine (Eternal),Mariah Carey,322,0,0.0
253,Sheezus,Lily Allen,396,5,1.2626262626262625
254,Cannonball,Lea Michele,329,0,0.0
255,It's On Again - Main Soundtrack,Alicia Keys,1343,3,0.22338049143708116
256,I Luh Ya Papi,Jennifer Lopez,779,4,0.5134788189987163
257,Not a Bad Thing,Justin Timberlake,461,3,0.6507592190889371
258,Thinking out Loud,Ed Sheeran,311,0,0.0
259,I'm Not The Only One,Sam Smith,245,0,0.0
260,The Hills,The Weeknd,462,16,3.463203463203463
261,Love Yourself,Justin Bieber,444,0,0.0
262,Uptown Funk,Mark Ronson,719,3,0.4172461752433936
263,Take Me To Church,Hozier,430,0,0.0
264,Sugar,Maroon 5,476,1,0.21008403361344538
265,Sorry,Justin Bieber,348,0,0.0
266,FourFiveSeconds,Rihanna,295,0,0.0
267,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,995,1,0.10050251256281408
268,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,333,1,0.3003003003003003
269,What Do You Mean?,Justin Bieber,460,0,0.0
270,Stitches,Shawn Mendes,374,0,0.0
271,Want to Want Me,Jason Derulo,445,0,0.0
272,My House,Flo Rida,419,2,0.47732696897374705
273,Waves - Robin Schulz Radio Edit,Mr. Probz,213,0,0.0
274,Night Changes,One Direction,336,0,0.0
275,How Deep Is Your Love,Calvin Harris,367,0,0.0
276,Never Forget You,Zara Larsson,509,0,0.0
277,Love Me Harder,Ariana Grande,434,0,0.0
278,Animals,Maroon 5,495,0,0.0
279,Blame,Calvin Harris,292,0,0.0
280,Worth It,Fifth Harmony,596,0,0.0
281,Break Free,Ariana Grande,324,0,0.0
282,Don't,Ed Sheeran,598,2,0.33444816053511706
283,Elastic Heart,Sia,373,0,0.0
284,Rather Be (feat. Jess Glynne),Clean Bandit,374,0,0.0
285,Hello,Adele,373,0,0.0
286,Dear Future Husband,Meghan Trainor,366,1,0.273224043715847
287,The Heart Wants What It Wants,Selena Gomez,405,0,0.0
288,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,369,1,0.27100271002710025
289,Genie In a Bottle,Christina Aguilera,520,0,0.0
290,Company,Justin Bieber,250,0,0.0
291,Sing,Ed Sheeran,456,1,0.21929824561403508
292,Jealous - Remix,Nick Jonas,412,6,1.4563106796116505
293,Really Don't Care,Demi Lovato,411,0,0.0
294,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,219,0,0.0
295,Only Love Can Hurt Like This,Paloma Faith,251,0,0.0
296,Heartbeat Song,Kelly Clarkson,426,0,0.0
297,Up,Olly Murs,413,2,0.48426150121065376
298,Trumpets,Jason Derulo,393,1,0.2544529262086514
299,Runnin' (Lose It All),Naughty Boy,223,0,0.0
300,Same Old Love,Selena Gomez,371,3,0.8086253369272237
301,I Want You To Know,Zedd,359,0,0.0
302,Lips Are Movin,Meghan Trainor,492,8,1.6260162601626018
303,I'll Show You,Justin Bieber,251,0,0.0
304,Here,Alessia Cara,426,0,0.0
305,I Lived,OneRepublic,250,0,0.0
306,Fireball (feat. John Ryan),Pitbull,499,0,0.0
307,Easy Love,Sigala,288,0,0.0
308,The Feeling,Justin Bieber,359,0,0.0
309,I Really Like You,Carly Rae Jepsen,505,0,0.0
310,BO$$,Fifth Harmony,383,3,0.7832898172323759
311,Sugar,Maroon 5,476,1,0.21008403361344538
312,Focus,Ariana Grande,478,1,0.20920502092050208
313,All About That Bass,Meghan Trainor,429,42,9.79020979020979
314,On My Mind,Ellie Goulding,534,0,0.0
315,Love Me Like You,Little Mix,400,0,0.0
316,Broken Arrows,Avicii,231,0,0.0
317,Booty,Jennifer Lopez,609,3,0.49261083743842365
318,What Do You Mean? - Acoustic,Justin Bieber,368,0,0.0
319,Mark My Words,Justin Bieber,131,0,0.0
320,Lay It All on Me,Rudimental,428,0,0.0
321,American Oxygen,Rihanna,335,0,0.0
322,Bang Bang,Jessie J,609,0,0.0
323,Reality - Radio Edit,Lost Frequencies,12526,34,0.2714354143381766
324,Alive,Sia,400,0,0.0
325,Sugar (feat. Francesco Yates),Robin Schulz,546,2,0.3663003663003663
326,Been You,Justin Bieber,325,0,0.0
327,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,288,0,0.0
328,See You Again (feat. Charlie Puth),Wiz Khalifa,668,0,0.0
329,Heroes (we could be),Alesso,229,0,0.0
330,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,3123,7,0.22414345180915787
331,Perfect,One Direction,428,0,0.0
332,Ghosttown,Madonna,405,0,0.0
333,Bang My Head (feat. Sia & Fetty Wap),David Guetta,546,2,0.3663003663003663
334,Bloodstream,Ed Sheeran,494,0,0.0
335,Living For Love,Madonna,372,0,0.0
336,Baby Don't Lie,Gwen Stefani,323,0,0.0
337,Don't Be so Hard on Yourself,Jess Glynne,430,0,0.0
338,Steal My Girl,One Direction,343,0,0.0
339,We Are Here,Alicia Keys,407,1,0.2457002457002457
340,St Jude,Florence + The Machine,239,0,0.0
